INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING			
400122	伊尔汗血	\t汉族好像有那么一个最低的官职叫弼马温，可对我们蒙古人来说，能负责养育马匹那是最高的信任，无上的光荣。	-1						-1				
400123	牧马监	\t蒙古族是马背上的民族，培育良种的马匹是我的责任。	-1						-1				
400124	御马司	\t一匹战马的好坏能决定一个战士的生死，决定一场战斗的胜败！	-1						-1				
#	野外凤翔府	400174	400199										
400142	王老汉	\t就是拼了我这身老骨头也不能让美凤受辱，这次遇见耶律大人，总算是见到盼头了！	-1						-1				
400143	财主车夫	\t嘿，就这一车财礼对老爷那是九牛一毛！	-1						-1				
400144	王美凤	\t娘，你让我去吧！如果我不去他们一定不会放过你们的。	-1						-1				
400145	财主随从	\t老爷这次是真看上了王美凤，一定要抢回去做十三夫人。	-1						-1				
400146	财主随从	\t那王美凤张的可真是凤翔一绝阿！	-1						-1				
400147	霸乾才娇妻	\t早就看那王美凤不顺眼了，赶快给这个老蛤蟆抓回去算了。	-1						-1				
400148	丫鬟	\t哎~~我们做穷人的就算张的好看点，也得不到好命啊！	-1						-1				
400149	赵夫人	\t今天多拿几个蛋给相公补一补，希望他早日中举！	-1						-1				
400150	赵万卷	\t读书破万卷~今夕高中举！	-1						-1				
400151	聪儿	\t我叫父亲把那土村子里的小孩都抓起来，他们成天只会跟那几只小鸡玩，没人陪我玩。	-1						-1				
400152	赵必举	\t多吃点，多吃点。	-1						-1				
400153	美凤之母	\t那可恶的老财主和霸乾才，如果他们怎么地你了，娘也跟他们拼了！	-1						-1				
400154	张财主	\t本人向来乐善好施，这些都是感谢官兵们保护我们安全的心意，还请霸将军笑纳！至于那女人的事就拜托给将军您了。	-1						-1				
400155	财主管家	\t有这一车的绫罗绸缎和三十两黄金，不怕他霸乾才不收！	-1						-1				
400156	赵连元	\t父亲说书中自有黄金屋，书中自有颜如玉。可什么是颜如玉呢？	-1						-1				
400157	领地守卫	\t守卫领土是我们的责任！	-1						-1				
400158	领地守卫	\t守卫领土是我们的责任！	-1						-1				
400159	骨尔达	\t监察使大人这次是真的盛怒了，天子脚下竟也会有这种欺压百姓的事情发生。	-1						-1				
400160	耶律忠智	\t若今天不能解决了此案罢免霸乾才严惩恶财主，我还有何面目面对耶律家的列祖！	-1						-1				
400164	霸乾才	\t那个王老汉竟然欠钱不还，拿女儿抵债也不为过，何况是去张财主家做夫人呢！	-1						-1				
400165	史劲寇	\t张财主一人就拿了等于全城的税款，真是大善人阿！那王老头一家已经拖欠税款多日了！	-1						-1				
400166	凤翔府守军	\t一代名将木华黎惜败于此，实在令人扼腕叹息啊。	-1						-1				
400167	凤翔府守军	\t这凤翔府可是将星陨落之地，一代名将木华黎就是被金将郭虾蟆击败，身负重伤，饮恨而退的。	-1						-1				
400168	凤翔府守军	\t木华黎可是我的偶像，我一定要勤练武功，成为大元的擎天巨柱。	-1						-1				
400169	凤翔府守军	\t据说霸乾才将军的祖父是耶律楚材国王的亲兵，曾拼死护卫耶律楚材国王。	-1						-1				
400170	凤翔府守军	\t一代名将木华黎惜败与此，实在令人扼腕叹息啊。	-1						-1				
400171	凤翔府守军	\t这凤翔府可是将星陨落之地，一代名将木华黎就是被金将郭虾蟆击败，身负重伤，饮恨而退的。	-1						-1				
400172	凤翔府守军	\t据说霸乾才将军的祖父是耶律楚材国王的亲兵，曾拼死护卫耶律楚材国王。	-1						-1				
#	野外蔡州城	400174	400199										
400173	赵天平	\t要是任由天风堂胡作非为，有朝一日整个蔡州将成为他们的地盘。	-1						-1				
400174	唐老倌	\t又大又甜的糖葫芦，三文钱一串！看一看，尝一尝，好吃不贵哦。	-1						-1				
400175	朱屠户	\t新鲜猪肉，新鲜猪肉，十文钱一斤。想买赶快啊，来晚了就卖没了啊。	-1						-1				
400176	钱一毫	\t各种瓷器一应俱全，全都是钧窑烧制的极品青花瓷，难得一见啊。	-1						-1				
400177	蔡君望	\t天风堂的贼人是我蔡州的最大祸害，谁能将其除去，我蔡州百姓给他立祠建庙，年年拜祭。	-1						-1				
400178	元真	\t捉鬼降妖本法师最拿手，如果你家有什么脏东西，可带本法师前去，必将那些妖孽收了。	-1						-1				
400179	元通	\t我们全真教的法术当然比那些秃驴高了。	-1						-1				
400180	元玄	\t这蔡州虽比不上大都繁华，但也别具一番景致。	-1						-1				
400181	玄闻	\t阿弥陀佛，小僧有礼了。	-1						-1				
400182	虚明	\t施主，要做法事吗？	-1						-1				
400183	王夫人	\t多少钱一串糖葫芦啊！	-1						-1				
400184	阿牛	\t我要吃糖葫芦！	-1						-1				
400185	红儿	\t我要两串糖葫芦，今天吃一串，拿回去一串明天吃。	-1						-1				
400186	闻剑声	\t听说蔡州一带天风堂非常猖獗，本大侠前来会会他们！哼！	-1						-1				
400187	兀良哈台	\t这点兵力，又要维持蔡州城的治安，又要防范天风堂的骚扰，真是捉襟见肘啊。	-1						-1				
400188	赵旺禾之母	\t该叫两个乖孙孙回来吃饭了。	-1						-1				
400189	赵旺禾之父	\t天风堂的贼人又来我家催粮了，这日子可怎么过啊。	-1						-1				
400190	赵旺禾	\t有心去投军杀贼，但又舍不得妻儿，唉~	-1						-1				
400191	赵旺禾之妻	\t晚上和孩子他爹商量商量，全家搬到城里去住吧。	-1						-1				
400192	阿福	\t听娘说咱们要搬到城里去住了。	-1						-1				
400193	阿贵	\t城里有糖葫芦吃，让娘给我多买几串。	-1						-1				
400195	蔡州守卒	\t拿着俸禄，饱食终日，不能守土安民，剿灭天风堂贼人，真是愧对蔡州父老啊。	-1						-1				
400196	蔡州守卒	\t听说天风堂堂主风卷云武艺高强、心狠手辣，还是不要招惹他的好。	-1						-1				
400197	蔡州守卒	\t朝廷还没有派兵来吗？我们蔡州兵微将寡，守城尚且勉勉强强，更不要说主动出击剿灭天风堂了。	-1						-1				
400198	蔡州守卒	\t兀良哈台将军胆小如鼠，不敢跟天风堂贼人决战。鄙视，哼！	-1						-1				
400199	蔡州守卒	\t要是任由天风堂胡作非为，有朝一日整个蔡州将成为他们的地盘。唉！	-1						-1				
#	野外秦岭		400299										
400200	严侠义	\t秦岭绵延八百里，山峰无数，密林遮天，正因官府管不到而导致山贼猖獗，是我盐帮替天行道的时候了！	-1						-1				
400201	盐帮弟子	\t偶尔打一只野猪尝尝野味倒很不错，只是一不小心碰上了野猪群，怕是要被人家下野味了。	-1						-1				
400202	盐帮弟子	\t千万不要招惹秦岭的山魈，这些畜生力大无穷，性情残忍，见了它们有多快跑多快！	-1						-1				
400213	王老妇人	\t我这一把年纪了，什么也不怕了，可我这小孙子不能出事啊！	-1						-1				
400214	王老汉	\t这秦岭山深林密，本是过清静日子的地方，不料却成了山贼的巢穴，对我们骚扰不断！	-1						-1				
400215	万人敌	\t那群山贼个个盛气凌人，完全不把我们盐帮放在眼里！要来真格的，我一个能顶他们仨！	-1						-1				
400216	常百胜	\t那群山贼个个盛气凌人，完全不把我们盐帮放在眼里！要来真格的，我一个能顶他们仨！	-1						-1				
400217	刘长拳	\t那群山贼个个盛气凌人，完全不把我们盐帮放在眼里！要来真格的，我一个能顶他们仨！	-1						-1				
400218	农夫王耕种	\t虽然今年风调雨顺，收成不错，却被那群强盗强抢多半！	-1						-1				
400219	蔡桑	\t孩子他爹，你歇歇吧，我出山卖些蚕丝换点粮食回来。	-1						-1				
400220	张阿毛	\t爹爹，爹爹，我想吃鸡蛋，咱家那么多鸡蛋都哪去了呢？	-1						-1				
400221	屠一刀	\t那群山贼个个盛气凌人，完全不把我们盐帮放在眼里！要来真格的，我一个能顶他们仨！	-1						-1				
400222	伊尔帕	\t小兄弟，听说那秦岭一带强盗盛行，我们可千万别走秦岭，要绕道而行啊！	-1						-1				
400223	郝达旦	\t（给那么点带路钱还那么多要求）您放心吧伊尔帕大人，没人比我更熟悉山路了。	-1						-1				
#	碎叶城额外增加												
400230	佛窟石匠	\t这佛像修复起来困难重重，好在这几位小僧人都很卖力啊。	-1						-1				
400231	侍女	\t夫人的担心是对的，昨天听将军说出兵什么海都。	-1						-1				
400232	耶律红颜	\t将军近日练军很是辛苦，似乎即将有仗要打，千万不要出什么事啊。	-1						-1				
400233	纺织女纱织	\t最近来了很多大元的商人来我这买纱，原来我的手艺这么受欢迎呢～	-1						-1				
400234	艾克孜之妻	\t嫁给艾克孜真是后悔，他除了放羊竟然什么都不会！	-1						-1				
#	中兴府	400250	400299										
400250	府尹李忠元	\t我虽是西夏皇族之后，但现在已经是一统万邦的大元了。我不会像慕容家那样，我要做大元的重臣，所以我给自己改名为忠元，也就是忠于大元，做大元忠臣之意。	-1						-1				
400251	守备嵬名良	\t中兴府西去不远，就是四大汗国了。这四大汗国现在是大元和海都逆贼争夺之地，形势险恶至极。我等奉命镇守与此，一定要守护好大元西陲的边境，斩断渗入中原的海都魔爪！	-1						-1				
400252	西域商人	\t两军要打仗了，我这生意不好做了。这中兴府也不是什么安宁之地，我想还是赶快变卖家产，进购些西域特产玉石之类的货物，居家搬迁到大都去，开个玉器店是上策。	-1						-1				
400253	史官高文达	\t大元结集百万大军，由真金太子亲自挂帅，准备西去平叛，与逆贼海都决战！\n\t想想就叫人心潮澎湃！身为一个史官，一生最幸运的事莫过于能亲眼目睹、亲笔记录能决定历史走向的大事件！\n\t过一会儿我就去太子元帅府毛遂自荐，求太子殿下任命我为随军书记官！	-1						-1				
400254	中兴府守卒	\t好男儿当忠心报国，马革裹尸还，岂能老死乡里？现在真金太子大元帅正在招兵买马，如果你	-1						-1				
400255	中兴府守卒	\t我自幼习武，十里八乡罕逢对手，前些日子来投军，就是了在战场上一刀一枪，博取功名，弄个荣华富贵，封妻荫子，才不枉我这一身本领！	-1						-1				
