INT	STRING	STRING	STRING	FLOAT	FLOAT	INT	INT	STRING	STRING	STRING	INT					
102052	99|199|299|399	吉萨	雪山长老	77.782623	164.039993	1	2	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102053	99|199|299|399	猎户巴查	猎户巴查	181.507828	82.724792	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102054	99|199|299|399	沐洋	乞颜牧民	95.824234	168.220123	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102059	99|199|299|399	萨满老巴彦	萨满老巴彦	102.50222	156.864334	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102055	99|199|299|399	巴兰琪琪格	长老之妻	77.622276	153.605606	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102056	99|199|299|399	乌兰	长老之女	79.031738	150.746109	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	野外克烈部															
14164	101|201|301|401	漠南虎	25级 漠南虎	90	156	0	3	怪物	k	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14165	101|201|301|401	班朱泥毒蝎	25级 班朱泥毒蝎	78	98	0	3	怪物	k	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
104300	101|201|301|401	回鹘商人马苏德	回鹘商人马苏德	106.109901	165.899063	1	2	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104301	101|201|301|401	格特尔	月光长老	193.724426	173.630707	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104302	101|201|301|401	托娅	月光长老之妻	195.908264	173.413147	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104303	101|201|301|401	阿古达	月光萨满	193.388367	164.725021	1	2	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104304	101|201|301|401	牧羊人	牧羊人	172	205	1	2	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
14172	101|201|301|401	克烈部营地	克烈部营地	57	191	1	-1	风景			0					
80105	101|201|301|401	克烈部	克烈部	75	41	1	-1	风景			0					
#	野外乃蛮部															
14166	102|202|302|402	阿拉善黑熊	30级 阿拉善黑熊	158.997543	183.406815	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14167	102|202|302|402	纳达黄狐	30级 纳达黄狐	136.296021	49.57914	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105350	102|202|302|402	布仁	塞北边防长	68.068329	123.920242	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105352	102|202|302|402	巴日	猛虎营守备	112.302559	216.978867	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105354	102|202|302|402	赤那	苍狼营守备	168.796082	156.645737	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105356	102|202|302|402	哈日查盖	雄鹰营守备	102.191269	33.234474	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105357	102|202|302|402	海日古	白鹿营守备	176.852386	92.489899	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
80106	102|202|302|402	乃蛮部	乃蛮部	50	220	0	-1	风景			0					
#	野外居庸关															
14168	103|203|303|403	抚州石妖	35级 抚州石妖	221.058868	42.108475	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14169	103|203|303|403	野狐岭黑蜘蛛	35级 野狐岭黑蜘蛛	130.195221	83.668068	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
107102	103|203|303|403	贺敦颐副将	贺敦颐副将	70.950638	57.123985	1	2	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107100	103|203|303|403	包兴汉	包兴汉	102.508278	125.890251	1	2	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107101	103|203|303|403	苏日格军师	苏日格军师	101.007507	124.070671	1	2	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107103	103|203|303|403	李立副将	李立副将	63.648907	64.837654	1	2	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107116	103|203|303|403	西南门守卫长	西南门守卫长	67.113724	163.491135	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
80107	103|203|303|403	居庸关	居庸关	124	145	0	-1	风景			0					
#	太行山															
80108	4	太行山	太行山	188	108	0	-1	风景			0					
#	野外蔡州城															
400173	6	赵天平	蔡州校尉	70	221	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					 
400177	6	蔡君望	蔡州太守	88.882889	81.205177	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400187	6	兀良哈台	蔡州守将	119.213531	53.575405	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400190	6	赵旺禾	赵旺禾	221.928406	29.84584	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
14186	6	风卷云	50级 天风堂堂主风卷云	46.288242	187.277786	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14187	6	天风堂弟子	50级 天风堂弟子	46	200	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14188	6	伏虎冈	伏虎冈	55	210	1	-1	风景			0					
400174	6	唐老倌	唐老倌	74.851463	103.42009	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400176	6	钱一毫	钱一毫	52	95	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400178	6	元真	元真	59.461143	104.404953	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400179	6	元通	元通	57.892334	106.000267	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400180	6	元玄	元玄	57.766811	102.949524	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400181	6	玄闻	玄闻	71.188362	66.130157	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400182	6	虚明	虚明	69.586807	67.164474	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400183	6	王夫人	王夫人	72.021004	100.764	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400184	6	阿牛	阿牛	73.527962	101.460373	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400185	6	红儿	红儿	73.529877	100.011772	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400186	6	闻剑声	闻剑声	79.932228	88.631798	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400188	6	赵旺禾之母	赵旺禾之母	213.490524	28.759941	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400189	6	赵旺禾之父	赵旺禾之父	211.330276	30.368799	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
400191	6	赵旺禾之妻	赵旺禾之妻	223.384003	32.798203	1	2	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	出国任务专用															
30000	51	楼兰拓道	本国拓道	126.627419	182.952255	0	-1	风景	l		0					
30001	51	楼兰拓道	本国拓道	126.627419	182.952255	0	-1	风景	t		0					
30002	51	楼兰拓道	本国拓道	126.627419	182.952255	0	-1	风景	k		0					
30003	51	楼兰拓道	本国拓道	126.627419	182.952255	0	-1	风景	d		0					
30004	151	天山拓道	本国拓道	126.506111	183.278778	0	-1	风景	d		0					
30005	151	天山拓道	本国拓道	126.506111	183.278778	0	-1	风景	d		0					
30006	151	天山拓道	本国拓道	126.506111	183.278778	0	-1	风景	d		0					
30007	151	天山拓道	本国拓道	126.506111	183.278778	0	-1	风景	d		0					
30008	251	昆仑拓道	本国拓道	126.591141	64.08316	0	-1	风景	d		0					
30009	251	昆仑拓道	本国拓道	126.591141	64.08316	0	-1	风景	d		0					
30010	251	昆仑拓道	本国拓道	126.591141	64.08316	0	-1	风景	d		0					
30011	251	昆仑拓道	本国拓道	126.591141	64.08316	0	-1	风景	d		0					
30012	351	敦煌拓道	本国拓道	126.707825	63.911934	0	-1	风景	d		0					
30013	351	敦煌拓道	本国拓道	126.707825	63.911934	0	-1	风景	d		0					
30014	351	敦煌拓道	本国拓道	126.707825	63.911934	0	-1	风景	d		0					
30015	351	敦煌拓道	本国拓道	126.707825	63.911934	0	-1	风景	d		0					
30016	51	楼兰张五常	大掌柜	36	203.4	0	-1	风景	d		0					
30017	151	天山张五常	大掌柜	215.2	216	0	-1	风景	d		0					
30018	251	昆仑张五常	大掌柜	43	45	0	-1	风景	d		0					
30019	351	敦煌张五常	大掌柜	225	35.3	0	-1	风景	d		0					
30020	51	楼兰主将	主将	216	180	0	-1	风景	d		0					
30021	151	天山主将	主将	32	199	0	-1	风景	d		0					
30022	251	昆仑主将	主将	215	60	0	-1	风景	d		0					
30023	351	敦煌主将	主将	38	52	0	-1	风景	d		0					
30024	76	楼兰密报	密报	150	129	0	-1	风景	d		0					
30025	176	天山密报	密报	111	133	0	-1	风景	d		0					
30026	276	昆仑密报	密报	152	137	0	-1	风景	d		0					
30027	376	敦煌密报	密报	116	134	0	-1	风景	d		0					
30028	51	楼兰军旗	军旗	126.8	130	0	-1	风景	d		0					
30029	151	天山军旗	军旗	126.8	130	0	-1	风景	d		0					
30030	251	昆仑军旗	军旗	126.7	114	0	-1	风景	d		0					
30031	351	敦煌军旗	军旗	126.7	115	0	-1	风景	d		0					
#	屠城站专用		30050	30100												
30050	51	国家军力	国家军力	126	152	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30051	51	国家军力	国家军力	126	81	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30052	151	国家军力	国家军力	126	152	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30053	151	国家军力	国家军力	127	82	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30054	251	国家军力	国家军力	126	166	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30055	251	国家军力	国家军力	127	95	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30056	351	国家军力	国家军力	126	166	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30057	351	国家军力	国家军力	127	95	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30058	86	国家军力	国家军力	179	100	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30059	86	国家军力	国家军力	155	157	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30060	86	国家军力	国家军力	146	69	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30061	186	国家军力	国家军力	146	136	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30062	186	国家军力	国家军力	150	167	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30063	186	国家军力	国家军力	154	89	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30064	286	国家军力	国家军力	147	137	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30065	286	国家军力	国家军力	148	75	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30066	286	国家军力	国家军力	152	166	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30067	386	国家军力	国家军力	110	126	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30068	386	国家军力	国家军力	149	162	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30069	386	国家军力	国家军力	136	91	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30070	58|158	国家军力	国家军力	128	134	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30071	58|158	国家军力	国家军力	128	112	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30072	58|158	国家军力	国家军力	92	76	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30073	58|158	国家军力	国家军力	164	76	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30074	58|158	国家军力	国家军力	128	43	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30075	68|168|268|368	丁	屠城战传送石	68	106	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30076	68|168|268|368	戊	屠城战传送石	22	20	1	1	功能	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30077	68|168|268|368	巳	屠城战传送石	70	21	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30078	68|168|268|368	辛	屠城战传送石	102	18	1	1	功能	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30079	258|358	国家军力	国家军力	128	123	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30080	258|358	国家军力	国家军力	128	144	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30081	258|358	国家军力	国家军力	164	180	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30082	258|358	国家军力	国家军力	92	180	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30083	258|358	国家军力	国家军力	128	213	0	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_banner1	0					
30084	104	屠城战古道传送石	屠城战古道传送石	59	65.7	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30085	104	屠城战古道传送石	屠城战古道传送石	70	182	1	1	功能	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30086	104	屠城战外城传送石	屠城战外城传送石	164	118	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30087	204	屠城战古道传送石	屠城战古道传送石	206	103	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30088	204	屠城战古道传送石	屠城战古道传送石	65	164.5	1	1	功能	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30089	204	屠城战外城传送石	屠城战外城传送石	198	166	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30090	304	屠城战古道传送石	屠城战古道传送石	73	159	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30091	304	屠城战古道传送石	屠城战古道传送石	116	50	1	1	功能	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30092	304	屠城战外城传送石	屠城战外城传送石	198	108	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30093	404	屠城战古道传送石	屠城战古道传送石	71	206	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30094	404	屠城战古道传送石	屠城战古道传送石	104	51	1	1	功能	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
30095	404	屠城战外城传送石	屠城战外城传送石	195.7	100	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
#	国王战场		31111	31120												
400600	6	领地图腾	蔡州城领地图腾	65	81	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
400601	9	领地图腾	碎叶城领地图腾	162	35	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
400602	13	领地图腾	巴格达领地图腾	83.436844	185.79187	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
400603	18	领地图腾	基辅公国领地图腾	196	45	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
400604	21	领地图腾	罗马帝国领地图腾	244.5	130.5	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
400605	24	领地图腾	耶路撒冷领地图腾	129.9	94	1	1	功能	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
#	出国任务引导		31121	31130												
31121	51	楼兰领地传送人	领地	87	121	0	-1	风景	d		0					
31122	151	天山领地传送人	领地	171	120	0	-1	风景	d		0					
31123	251	昆仑领地传送人	领地	88	122	0	-1	风景	d		0					
31124	351	敦煌领地传送人	领地	172	123	0	-1	风景	d		0					
#	皇帝密令		31131													
31131	3	外藩贡品	外藩贡品	128	128	0	-1	风景	d		0					
#																
5000	98|198|298|398	红花	红花	189	37	1	-1	风景			0					
5001	98|198|298|398	甘草	甘草	139	131	1	-1	风景			0					
5002	98|198|298|398	马蜂	马蜂	56	146	1	-1	风景			0					
5003	98|198|298|398	初级矿石	初级矿石	53	213	1	-1	风景			0					
#																
31200	89			55.455612	91.374367	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_10jima	1					
31201	89			51.427345	55.321571	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_20jima	1					
31202	89			97.809647	86.929222	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_30jima	1					
31203	89			122.44841	32.569832	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_40jima	1					
31204	89			203.013046	40.761467	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_50jima	1					
31205	89			160.265686	102.907486	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_60jima	1					
31206	89			199.30986	129.603638	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_70jima	1					
31207	89			192.367661	201.088196	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_80jima	1					
31208	89			147.85405	200.306564	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_90jima	1					
31209	89			50.939453	207.390472	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_100jima	1					
31210	189			179.829254	108.15773	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_10jima	1					
31211	189			176.445511	173.313705	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_20jima	1					
31212	189			189.245697	207.522064	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_30jima	1					
31213	189			99.236862	220.648941	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_40jima	1					
31214	189			74.559532	173.834686	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_50jima	1					
31215	189			147.471283	98.531387	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_60jima	1					
31216	189			212	45	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_70jima	1					
31217	189			146.063293	44.686668	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_80jima	1					
31218	189			66.857361	38.444275	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_90jima	1					
31219	189			54.178711	72.109367	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_100jima	1					
31220	289			48	173	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_10jima	1					
31221	289			87	171	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_20jima	1					
31222	289			113	213	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_30jima	1					
31223	289			171	160	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_40jima	1					
31224	289			212	201	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_50jima	1					
31225	289			108	107	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_60jima	1					
31226	289			191	76	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_70jima	1					
31227	289			176	41	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_80jima	1					
31228	289			72	61	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_90jima	1					
31229	289			43	75	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_100jima	1					
31230	389			210	85	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_10jima	1					
31231	389			189	66	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_20jima	1					
31232	389			138	44	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_30jima	1					
31233	389			65	32	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_40jima	1					
31234	389			72	63	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_50jima	1					
31235	389			45	133	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_60jima	1					
31236	389			79	181	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_70jima	1					
31237	389			108	181	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_80jima	1					
31238	389			145	134	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_90jima	1					
31239	389			203	190	0	1	风景		set:UI_placetext_2 image:UI_placetext_2_100jima	1					
#	寻路文字提示															
31250	51			94	80	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_loulanandao           	1					
31251	51			73	170	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_loulanandao           	1					
31252	51			200	125	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_loulanandao           	1					
31253	151			36	155	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_tianshanandao         	1					
31254	151			176	65	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_tianshanandao         	1					
31255	151			178	172	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_tianshanandao         	1					
31256	251	昆仑边塞		70	71	0	5	区域	t	set:UI_placetext_2 image:UI_placetext_2_kunlunandao           	1					
