INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	CNC	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	STRING
46454	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		44	10000	1	43920	351	0	0	0	0	0	478609	0	0	0	115	0	0	0	35	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	105	100	-1		怪物	
46455	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		49	10000	1	48960	447	0	0	0	0	0	584314	0	0	0	120	0	0	0	44	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	105	100	-1		怪物	
46456	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		54	10000	1	54000	496	0	0	0	0	0	821295	0	0	0	125	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	106	100	-1		怪物	
46457	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		59	10000	1	59040	585	0	0	0	0	0	1014042	0	0	0	130	0	5	0	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	106	100	-1		怪物	
46458	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		64	10000	1	64080	646	0	0	0	0	0	1235610	0	0	0	135	0	5	0	97	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	107	100	-1		怪物	
46459	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		69	10000	1	69120	747	0	0	0	0	0	1476203	0	0	0	140	0	5	0	112	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	107	100	-1		怪物	
46460	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		74	10000	1	74160	882	0	0	0	0	0	1766352	0	0	0	145	0	5	0	132	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	108	100	-1		怪物	
46461	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		79	10000	1	145200	1056	0	0	0	0	0	1928284	0	0	0	150	0	5	0	158	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	108	100	-1		怪物	
46462	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		84	10000	1	153780	1543	0	0	0	0	0	2485688	0	0	0	155	0	5	0	231	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	109	100	-1		怪物	
46463	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		89	10000	1	163020	1621	0	0	0	0	0	2600989	0	0	0	160	0	5	0	243	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	109	100	-1		怪物	
46464	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		94	10000	1	172260	1642	0	0	0	0	0	2734650	0	0	0	165	0	5	0	246	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46465	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		99	10000	1	181500	1664	0	0	0	0	0	2802218	0	0	0	170	0	5	0	249	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46466	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		104	10000	1	190740	1965	0	0	0	0	0	2958300	0	0	0	175	37	68	73	295	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46467	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		109	10000	1	199980	2085	0	0	0	0	0	2998380	0	0	0	180	39	73	78	313	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46468	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		114	10000	1	209220	2301	0	0	0	0	0	3231840	0	0	0	185	42	78	83	345	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46469	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		119	10000	1	218460	2307	0	0	0	0	0	3262080	0	0	0	190	44	83	88	346	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46470	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		124	10000	1	227700	2321	0	0	0	0	0	3332400	0	0	0	195	47	88	93	348	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46471	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		129	10000	1	236280	2328	0	0	0	0	0	3364020	0	0	0	200	49	93	98	349	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46472	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		134	10000	1	245520	2343	0	0	0	0	0	3437820	0	0	0	205	52	98	103	351	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46473	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		139	10000	1	254760	2349	0	0	0	0	0	3470100	0	0	0	210	54	103	108	352	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46474	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		144	10000	1	264000	2365	0	0	0	0	0	3548760	0	0	0	215	57	108	113	355	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46475	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		149	10000	1	273240	2372	0	0	0	0	0	3582420	0	0	0	220	59	113	118	356	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46476	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		154	10000	1	282480	2388	0	0	0	0	0	3664500	0	0	0	225	62	118	123	358	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46477	1	沉睡的青螭	0	1	-1	200	100		4373	10	0	1	3000	1000									3		159	10000	1	291720	2395	0	0	0	0	0	3698880	0	0	0	230	64	123	128	359	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
46478	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		22	10000	1	1220	32	0	0	0	0	0	7840	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	55	100	-1		怪物	
46479	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		27	10000	1	1500	57	0	0	0	0	0	9996	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
46480	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		32	10000	1	1780	89	0	0	0	0	0	18237	0	0	0	103	0	0	0	3	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
46481	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		37	10000	1	2060	177	0	0	0	0	0	25143	0	0	0	108	0	0	0	6	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
46482	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		42	10000	1	4212	266	0	0	0	0	0	41517	0	0	0	113	0	0	0	9	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
46483	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		47	10000	1	4716	353	0	0	0	0	0	50966	0	0	0	118	0	0	0	12	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
46484	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		52	10000	1	5220	397	0	0	0	0	0	71708	0	0	0	123	0	5	0	20	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
46485	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		57	10000	1	5688	476	0	0	0	0	0	88726	0	0	0	128	0	5	0	24	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
46486	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		62	10000	1	6192	530	0	0	0	0	0	108326	0	0	0	133	0	5	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
46487	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		67	10000	1	6696	621	0	0	0	0	0	129578	0	0	0	138	0	5	0	31	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
46488	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		72	10000	1	7200	749	0	0	0	0	0	154809	0	0	0	143	0	5	0	37	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
46489	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		77	10000	1	14124	914	0	0	0	0	0	169203	0	0	0	148	0	5	0	45	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
46490	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		82	10000	1	15048	1279	0	0	0	0	0	217396	0	0	0	153	0	5	0	64	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
46491	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		87	10000	1	15972	1461	0	0	0	0	0	228771	0	0	0	158	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
46492	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		92	10000	1	16896	1474	0	0	0	0	0	240652	0	0	0	163	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
46493	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		97	10000	1	17820	1487	0	0	0	0	0	246658	0	0	0	168	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
46494	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		102	10000	1	18678	1567	0	0	0	0	0	292992	0	0	0	173	37	68	73	78	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
46495	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		107	10000	1	19602	1770	0	0	0	0	0	298698	0	0	0	178	39	73	78	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
46496	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		112	10000	1	20526	1976	0	0	0	0	0	321972	0	0	0	183	42	78	83	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
46497	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		117	10000	1	21450	1978	0	0	0	0	0	324996	0	0	0	188	44	83	88	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
46498	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		122	10000	1	22374	1983	0	0	0	0	0	331962	0	0	0	193	47	88	93	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
46499	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		127	10000	1	23298	1985	0	0	0	0	0	335124	0	0	0	198	49	93	98	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
46500	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		132	10000	1	24222	1990	0	0	0	0	0	342504	0	0	0	203	52	98	103	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
46501	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		137	10000	1	25146	1993	0	0	0	0	0	345732	0	0	0	208	54	103	108	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
46502	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		142	10000	1	26070	1998	0	0	0	0	0	353526	0	0	0	213	57	108	113	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
46503	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		147	10000	1	26928	2000	0	0	0	0	0	356898	0	0	0	218	59	113	118	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
46504	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		152	10000	1	27852	2005	0	0	0	0	0	365034	0	0	0	223	62	118	123	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
46505	1	石化的守护者	0	1	-1	200	100		4374	10	0	0	3000	1000									3		157	10000	1	28776	2008	0	0	0	0	0	368472	0	0	0	228	64	123	128	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
#	三环副本对马岛																																																																					
46530	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		22	10000	1	1220	32	0	0	0	0	0	7840	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	55	100	-1		怪物	
46531	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		27	10000	1	1500	57	0	0	0	0	0	9996	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
46532	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		32	10000	1	1780	89	0	0	0	0	0	18237	0	0	0	103	0	0	0	3	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
46533	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		37	10000	1	2060	177	0	0	0	0	0	25143	0	0	0	108	0	0	0	6	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
46534	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		42	10000	1	4212	266	0	0	0	0	0	41517	0	0	0	113	0	0	0	9	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
46535	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		47	10000	1	4716	353	0	0	0	0	0	50966	0	0	0	118	0	0	0	12	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
46536	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		52	10000	1	5220	397	0	0	0	0	0	71708	0	0	0	123	0	5	0	20	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
46537	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		57	10000	1	5688	476	0	0	0	0	0	88726	0	0	0	128	0	5	0	24	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
46538	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		62	10000	1	6192	530	0	0	0	0	0	108326	0	0	0	133	0	5	0	26	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
46539	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		67	10000	1	6696	621	0	0	0	0	0	129578	0	0	0	138	0	5	0	31	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
46540	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		72	10000	1	7200	749	0	0	0	0	0	154809	0	0	0	143	0	5	0	37	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
46541	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		77	10000	1	14124	914	0	0	0	0	0	169203	0	0	0	148	0	5	0	45	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
46542	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		82	10000	1	15048	1279	0	0	0	0	0	217396	0	0	0	153	0	5	0	64	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
46543	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		87	10000	1	15972	1461	0	0	0	0	0	228771	0	0	0	158	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
46544	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		92	10000	1	16896	1474	0	0	0	0	0	240652	0	0	0	163	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
46545	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		97	10000	1	17820	1487	0	0	0	0	0	246658	0	0	0	168	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
46546	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		102	10000	1	18678	1567	0	0	0	0	0	321246	0	0	0	173	37	68	73	78	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
46547	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		107	10000	1	19602	1770	0	0	0	0	0	343596	0	0	0	178	39	73	78	88	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
46548	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		112	10000	1	20526	1855	0	0	0	0	0	374160	0	0	0	183	42	78	83	99	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
46549	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		117	10000	1	21450	1857	0	0	0	0	0	377184	0	0	0	188	44	83	88	99	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
46550	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		122	10000	1	22374	1974	0	0	0	0	0	400392	0	0	0	193	47	88	93	99	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
46551	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		127	10000	1	23298	2072	0	0	0	0	0	405174	0	0	0	198	49	93	98	99	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
46552	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		132	10000	1	24222	2107	0	0	0	0	0	414180	0	0	0	203	52	98	103	99	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
46553	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		137	10000	1	25146	2109	0	0	0	0	0	417408	0	0	0	208	54	103	108	99	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
46554	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		142	10000	1	26070	2115	0	0	0	0	0	425202	0	0	0	213	57	108	113	100	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
46555	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		147	10000	1	26928	2117	0	0	0	0	0	428574	0	0	0	218	59	113	118	100	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
46556	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		152	10000	1	27852	2122	0	0	0	0	0	436710	0	0	0	223	62	118	123	100	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
46557	0	大友家兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_11	3046	10	1	0	3000	1000									3		157	10000	1	28776	2125	0	0	0	0	0	440148	0	0	0	228	64	123	128	100	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
46558	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		24	10000	1	26800	83	0	0	0	0	0	94928	0	0	0	100	0	0	0	11	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	103|111	100	-1		怪物	
46559	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		29	10000	1	32400	111	0	0	0	0	0	118204	0	0	0	100	0	0	0	14	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	103|112	100	-1		怪物	
46560	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		34	10000	1	38000	145	0	0	0	0	0	217632	0	0	0	105	0	0	0	17	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	104|113	100	-1		怪物	
46561	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		39	10000	1	43200	254	0	0	0	0	0	297057	0	0	0	110	0	0	0	26	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	104|114	100	-1		怪物	
46562	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		44	10000	1	87840	351	0	0	0	0	0	478609	0	0	0	115	0	0	0	35	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	105|115	100	-1		怪物	
46563	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		49	10000	1	97920	447	0	0	0	0	0	584314	0	0	0	120	0	0	0	44	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	105|116	100	-1		怪物	
46564	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		54	10000	1	108000	496	0	0	0	0	0	821295	0	0	0	125	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	106|117	100	-1		怪物	
46565	0	大友赖泰	1	1	-1	200	100	set:CJSH_NPC_touxiang_12 image:CJSH_NPC_touxiang_12_14	3414	10	1	1	3000	1000									3		59	10000	1	118080	585	0	0	0	0	0	1014042	0	0	0	130	0	5	0	88	0	0	0	0	0	0	0		400	3600	3600	545	-1	0	-1	21	0	-1	-1	20	1	106|118	100	-1		怪物	
