INT	STRING	STRING	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1615	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1616	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1617	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1618	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1619	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1620	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1621	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1622	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1623	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1624	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1625	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1626	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1627	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1628	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1629	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1630	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1631	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1632	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1633	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1634	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1635	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1636	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1637	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1638	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
1639	随身商店	金币商店	0	3	1	0	0	0	100000	40	1	1200	2400	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
