INT	INT	STRING	STRING	STRING	STRING	STRING
2702	0	哪个选项不属于动物？	黑颊橙胸无花果鹦鹉	塞内加尔鹦鹉	龟蝽	樱桃
2703	0	一种芸香科常绿乔木，高5—10米，叶常绿，果子个体大，水分多，味酸甜的植物叫什么？	黑脸情侣鹦鹉	桑巴虹彩吸蜜鹦鹉	划蝽	柚
2704	0	哪个选项不属于动物？	黑领情侣鹦鹉	桑岛短尾鹦鹉	龙虱	余甘子
2705	0	哪个选项不属于动物？	横斑鹦哥	沙比克橙胸无花果鹦鹉	水龟虫	云南松
2706	0	什么果实果味甜，富含维生素C，可生食，又可制蜜饯和果脯，酿酒，果入药能补脾胃、润心肺、益气养荣有“天然维生素丸”的美誉？	红班栗额金刚鹦鹉	史旺森氏虹彩吸蜜鹦鹉	蜻蜓	枣
2707	0	哪个选项不属于动物？	红宝石金刚鹦鹉 	史赘斯曼氏虹彩吸蜜鹦鹉	石蛾	枣椰子
2708	0	哪个选项不属于动物？	红背短尾鹦鹉	鼠短尾鹦鹉	蜉蝣虫	枳壳
2709	0	以下哪个选项富含淀粉、蛋白质、脂肪、矿物质、钙、铁、硫胺素、核黄素、烟酸及维生素A等？	红腹鹦鹉	双眼无花果鹦鹉	跳蚤	小麦
2710	0	哪个选项不属于动物？	红脸情侣鹦鹉	斯里兰卡短尾鹦鹉	虱子	水稻
2711	0	什么东西拥有如下别名：包谷、包芦、玉蜀黍、大蜀黍、棒子、苞米、苞谷、玉菱、玉麦、六谷、 芦黍、珍珠米、红颜麦、薏米包，粤语称为粟米，上海话和台湾话称作番麦？	红领虹彩吸蜜鹦鹉	苏拉威西短尾鹦鹉	小蜂	玉米
2712	0	哪个选项不属于动物？	红领绿鹦鹉	太格拉双眼无花果鹦鹉	姬蜂	燕麦
2713	0	哪个选项不属于动物？	红眉双眼无花果鹦鹉	桃脸情侣鹦鹉	茧蜂	黑麦
2714	0	什么选项其特征是稃壳和籽粒粘连；裸大麦的稃壳和籽粒分离，称裸麦，青藏高原称青稞，长江流域称元麦，华北称米麦等？	红胸侏鹦鹉	图伊鹦哥	寄蝇	大麦
2715	0	哪个选项不属于动物？	红嘴鹦哥	瓦氏短尾鹦鹉	粪金龟子	谷子
2716	0	哪个选项不属于动物？	虹彩吸蜜鹦鹉	威尔帝金刚鹦鹉 	长臂金龟子	高粱
2717	0	下列哪个选项属于家具、雕刻、装饰用木材？	巴西木	野茉莉	毛茛	亚麻
2718	0	下列哪个选项属于家具、雕刻、装饰用木材？	白木香木	蓝雪草	木通	古柯
2719	0	什么生物产于缅甸，在加工过程中发出一股食用醋的味道，故名酸枝？	白酸枝	白花菜	小檗	蒺藜
2720	0	下列哪个选项属于家具、雕刻、装饰用木材？	贝壳杉	木麻黄草	防己	芸香
2721	0	下列哪个选项属于家具、雕刻、装饰用木材？	侧柏	三白草	木兰	橄榄
2722	0	桐梓树、黄揪树为木材，观赏两用树种，又称什么？	檫木	金粟兰	番荔枝	楝
2723	0	哪种植物木质坚硬而重，能沉于水或半沉于水；气味较浓，燃之发浓烟，香气强烈？	沉水香木	杨梅	肉豆蔻	金虎尾
2724	0	下列哪个选项属于家具、雕刻、装饰用木材？	沉香木	荨麻草	十字花	远志
2725	0	下列哪个选项属于家具、雕刻、装饰用木材？	刺楸	川苔草	木犀草	毒鼠子
2726	0	什么植物材质较软，有油脂，耐磨、耐腐蚀，不易开裂，木纹细，易加工，韧性强，适用范围比较广？	椴木	马兜铃草	猪笼草	大戟
2727	0	下列哪个选项属于家具、雕刻、装饰用木材？	耳香木	大花草	茅膏菜	水马齿
2728	0	下列哪个选项属于家具、雕刻、装饰用木材？	枫木	蛇菰	景天	凤仙花
2729	0	下列哪个选项属于家具、雕刻、装饰用木材？	国槐	蓼	虎耳草	岩高兰
2730	0	哪种植物树干不规则，表面多呈朽木状凹凸不平，有刀痕，偶有孔洞，可见黑褐色树脂与黄白色木质相间的斑纹，香味或浓郁或清淡？	海南沉香木	藜	海桐花	马桑
2731	0	常用于家具或雕刻的木材是第几项？	核桃木	苋	金缕梅	冬青
2732	0	哪种植物材质坚硬，显浅灰色，纹理直，木材耐久、耐腐、耐磨，适用于地板、高级家具、室内装饰、雕等？	荷木	紫茉莉	蔷薇	卫矛
2733	0	常用于家具或雕刻的木材是第几项？	黑酸枝	番杏	牛栓藤	翅子藤
2734	0	常用于家具或雕刻的木材是第几项？	黑檀木	马齿苋	豆	刺茉莉
2735	0	什么植物木材心边材区别显明，边材狭，灰白色；心材淡黄红色至赤色，曝露于空气中时久变为紫红色，木材花纹美观，材质坚硬，耐久，为贵重家具及工艺美术品等用材？	红木	落葵	攀打	省沽油
2736	0	常用于家具或雕刻的木材是第几项？	红皮云杉	石竹	酢浆草	茶茱萸
2737	0	常用于家具或雕刻的木材是第几项？	红松	睡莲	牻牛儿苗	无患子
2738	0	常用于家具或雕刻的木材是第几项？	红酸枝	金鱼藻	旱金莲	清风藤
2739	0	木质坚硬沉重，机加工性能良好，干燥缓慢，家具、地板、装饰、木线条、门、橱柜、棺材及吊桶等常用木材是什么？	鼠李	红橡木	小草	锁阳
2740	0	常用于家具或雕刻的木材是第几项？	葡萄	花梨木	吊兰	五加
2741	0	常用于家具或雕刻的木材是第几项？	杜英	花榈木	菊花	伞形
2742	0	什么植物的木材淡褐色至红褐色，用作地板、家具、纸浆、内部装饰材料、车船设备、胶合板等，薄而不透水的树皮为北美印第安人和早期定居者取来盖屋顶？	锦葵	桦木	菠菜	山茱萸
2743	0	常用于家具或雕刻的木材是第几项？	木棉	黄菠萝木	白菜	岩梅
2744	0	常用于家具或雕刻的木材是第几项？	五桠果	黄花梨	青椒	桤叶树
2745	0	常用于家具或雕刻的木材是第几项？	山茶	黄花松	辣椒	鹿蹄草
2746	0	有种木材坚韧、致密，可作各种负重力及拉力强的用具及器材。它叫什么？	藤黄	黄檀	西红柿	杜鹃花
2747	0	常用于家具或雕刻的木材是第几项？	龙脑香	黄杨木	杜仲	紫金牛
2748	0	常用于家具或雕刻的木材是第几项？	沟繁缕	鸡翅木	千屈菜	报春花
2749	0	哪种植物木材优良，具芳香气，硬度适中，弹性好易于加工，属于非常珍贵用材，木纹有金丝，称楠木之至美者？	瓣鳞花	金丝楠	海桑	白花丹
2750	0	常用于家具或雕刻的木材是第几项？	半日花	榉木	隐翼	山矾
2751	0	常用于家具或雕刻的木材是第几项？	堇菜	榔榆	石榴	安息香
2752	0	可用于家具制造的木材是哪个？	大风子	冷杉	玉蕊	木犀
2753	0	栗木也叫什么木？	旌节花	栎木	使君子	马钱
2754	0	哪种植物干了以后硬如金钢，如果用来做地板，那是绝对耐磨的，如果用来做锤子不但耐用而且无反弹力？	西番莲	栗木	桃金娘	龙胆
2755	0	可用于家具制造的木材是哪个？	番木瓜	岭南沉刀香木	野牡丹	夹竹桃
2756	0	便于干燥和刷漆的木材是哪个？	秋海棠	柳桉	菱	萝藦
2757	0	哪种植物树皮暗灰黑色，皮沟较宽，心材淡红色，边材暗白色，年轮明晰，木质结构细密，质软，刨光后光滑，易燃，防腐能力稍差，民间有用来制作家具的？	钩枝藤	柳木	柳叶菜	旋花
2758	0	可用于家具制造的木材是哪个？	仙人掌	绿檀木	小二仙草	花荵
2759	0	可用于家具制造的木材是哪个？	瑞香	落叶松	杉叶藻	田基麻
2760	0	哪种木材可以用来采割松脂，提取芳香油？	胡颓子	马尾松	假繁缕	紫草
2761	0	可用于家具制造的木材是哪个？	马鞭草	花柱草	密香木	木姜子
2762	0	可用于家具制造的木材是哪个？	唇形	菊	楠木	木槿
2763	0	"什么植物是沉香木的美称.沉香,又名牙香树、白木香.它是原产南中国的常绿乔木？"	茄	乌桕	女儿香木	木芙蓉
2764	0	可用于家具制造的木材是哪个？	玄参	五味子	蓬莱香木	木通
2765	0	可用于家具制造的木材是哪个？	紫葳	仙人掌	青桂香木	朱槿
2766	0	可用于家具制造的木材是哪个？	胡麻	侧柏	楸木	杜鹃花
2767	0	家具以及乐器制造用的木材是哪种？	角胡麻	刺葵	色木	枇杷
2768	0	可用于家具制造的木材是哪个？	列当	卡特兰	紫檀木	柠檬
2769	0	可用于家具制造的木材是哪个？	苦苣苔	厚朴	莎比利橡木	核桃楸
2770	0	下列哪个含芳香油0.36％？种子可榨油，供制皂及润滑油用？	狸藻	团香果	山毛榉	桂圆
2771	0	可用于家具制造的木材是哪个？	爵床	夏枯草	杉木	桑椹
2772	0	可用于家具制造的木材是哪个？	苦槛蓝	大麻	上沉木	桫椤
2773	0	木质较软，多用其制作家具的木材是哪个？	透骨草	天门冬	水楠	椰子
2774	0	可用于家具制造的木材是哪个？	车前	天麻	水曲柳	槟榔
2775	0	可用于家具制造的木材是哪个？	茜草	夹竹桃	柞木	橄榄
2776	0	什么木是一种针叶植物，它具有松香味、色淡黄、疖疤多、对大气温度反映快、容易胀大、极难自然风干等特性，故需经人工处理使之不易变形？	忍冬	姜花	松木	橘子
2777	0	可用于家具制造的木材是哪个？	五福花	威灵仙	檀木	武夷肉桂
2778	0	可用于家具制造的木材是哪个？	败酱	小蓟	檀香木	油桃
2779	0	什么木属于楝科，是常绿大乔木，冬天常落叶，皮孔密布，因木材呈桃花色泽而得名？	川续断	小麦	桃花心木	油橄榄
2780	0	可用于家具制造的木材是哪个？	葫芦	山丹县	条纹乌木	海枣
2781	0	可用于家具制造的木材是哪个？	桔梗	无花果	铁梨木	满山红
2782	0	常用于家具或雕刻的木材是第几项？	草海桐	月季花	杨木	牛膝
2783	0	装饰常用木材是第几项？	牛蒡	草莓	芭蕉	铁力木
2784	0	装饰常用木材是第几项？	牡丹花	荷花	荸荠	铁栗木
2785	0	什么植物俗名南方铁杉，是中国植物红皮书中的稀有濒危植物？	猕猴桃	菊花	菠萝蜜	铁杉
2786	0	装饰常用木材是第几项？	猴面包树	葡萄	板栗	莞香木
2787	0	装饰常用木材是第几项？	玉竹	薰衣草	白兰花	西南桦
2788	0	装饰常用木材是第几项？	玉簪	虞美人	白花三叶草	香黄檀
2789	0	装饰常用木材是第几项？	玫瑰	西洋参	百日草	香楠
2790	0	装饰常用木材是第几项？	甜叶菊	西瓜	宝石	香樟
2791	0	哪种木材具有比较鲜明的山形木纹，并且触摸表面有着良好的质感？	番石榴	野百合	白石英	橡木
2792	0	装饰常用木材是第几项？	番茄	锁阳	白叶瓜馥木	新西兰松
2793	0	装饰常用木材是第几项？	百合	长叶竹柏	薄皮山核桃	血榉
2794	0	装饰常用木材是第几项？	皂荚	阴香	白木通	燕口香木
2795	0	"什么植物也叫作“铁犁木”或“铁栗木”,在几种硬木中长的最高大,价值又较低廉？"	睡莲	马勃	蝙蝠葛	铁犁木
2796	0	装饰常用木材是第几项？	矢车菊	马莲	北美乔松	阴沉木
2797	0	装饰常用木材是第几项？	石斛	鸢尾花	鞭苔	樱桃木
2798	0	装饰常用木材是第几项？	石榴	麝香石竹	鞭枝剪叶苔	柚木
2799	0	装饰常用木材是第几项？	紫斑牡丹	黑三棱	白叶鞭苔	鱼鳞云杉
2800	0	透雕浮雕均能适应，刨面光滑，弦面花纹美丽的木材是？	吊兰	龙船花	白边鞭苔	榆木
2801	0	装饰常用木材是第几项？	紫玉兰	桉树	波叶圆叶苔	云杉
2802	0	装饰常用木材是第几项？	红藤	凹叶瓜馥木	波叶裂叶苔	枣木
2803	0	装饰常用木材是第几项？	胡椒	澳洲坚果	抱茎挺叶苔	樟木
2804	0	什么植物属无性系？小乔木型，中叶类，中生种，二倍体，为凤凰单丛花蜜香型珍贵名丛之一，也是宋代4株老名丛之一.老丛母树共有2株？	芍药	凹叶裂齿苔	被蒴苔	芝兰香木
2805	0	装饰常用木材是第几项？	芦笋	贝齿	爆仗竹	梓树
2806	0	装饰常用木材是第几项？	菠萝	贝子	川谷	山柳
2807	0	请您指出木本花卉在第几项？	梅花	川椒	第伦桃	檀香树
2808	0	请您指出木本花卉在第几项？	桃花	川羌	交让木	桑寄生树
2809	0	什么植物是中国国花，象征富贵，圆满、浓情？	牡丹花	齿瓣延胡索	胡椒树	领春木
2810	0	请您指出木本花卉在第几项？	海棠花	川断	杨柳	昆栏树
2811	0	请您指出木本花卉在第几项？	玉兰花	黄杨	胡桃	连香树
2812	0	望春花、玉兰花是一种高大的落叶乔木，又称什么？	木笔花	刺桐	壳斗木	刺叶鞭苔
2813	0	请您指出木本花卉在第几项？	丛生裂叶苔	紫荆花	粗榧	榆树
2814	0	请您指出木本花卉在第几项？	刺毛细指苔	连翘花	潺槁木姜子	马尾树
2815	0	细叶连翘是木犀科植物，花色亮黄色它又叫什么？	刺叶护蒴苔	金钟花	草珊瑚	桑树
2816	0	请您指出木本花卉在第几项？	长肋剪叶苔	丁香花	刺果番荔枝	山龙眼树
2817	0	请您指出木本花卉在第几项？	齿叶鞭苔	紫藤花	赤松	铁青树
2818	0	请您指出木本花卉在第几项？	长叶剪叶苔	春鹃花	藏刺榛	山柚子
2819	0	下面哪个选项属于常用木本花卉？	粗疣裂齿苔	悬铃木	杜鹃花	刺毛扭萼苔
2820	0	下面哪个选项属于常用木本花卉？	粗裂叶苔	苦木	石榴花	长角剪叶苔
2821	0	下面哪个选项属于常用木本花卉？	刺叶裂叶苔	虎皮楠	含笑花	长叶叶苔
2822	0	下面哪个选项属于常用木本花卉？	刺苞叶拟大萼苔	漆树	白兰花	藏茴香
2823	0	什么植物叶色翠绿，花色洁白，香味浓厚，为常见庭园及盆栽观赏芳香花卉，花瓣可以入茶？	齿边广萼苔	五列木	茉莉花	川木香
2824	0	下面哪个选项属于常用木本花卉？	垂根叶苔	槭树	栀子花	翠雀
2825	0	下面哪个选项属于常用木本花卉？	七叶树	大萼指叶苔	伯乐树	桂花
2826	0	下面哪个选项属于常用木本花卉？	椴树	单萼叶苔	柽柳	木芙蓉
2827	0	什么植物从11月中旬开花直到次年3月左右，花期很长能在最冷的寒冬里绽放？	梧桐	大叶鞭苔	红木	腊梅花
2828	0	下面哪个选项属于常用木本花卉？	猕猴桃	大蓟	四数木	免牙红
2829	0	下面哪个选项属于常用木本花卉？	金莲木	丹砂	红树	银芽柳
2830	0	下面哪个选项属于常用木本花卉？	白皮云杉	刀豆	蓝果树	山茶花
2831	0	金梅、金腰带、小黄花，系木犀科落叶灌木，因其在百花之中开花最早，随后即迎来百花齐放的春天而得名，它的名字还叫什么？	元宝山冷杉	大戟	八角枫	迎春花
2832	0	下列哪个是草本花卉？	春兰花	冬霜	柿树	钝叶护蒴苔
2833	0	什么植物为堇菜科，堇菜属草本花卉？	香堇花	灯火	杉木	大指叶苔
2834	0	下列哪个是草本花卉？	慈菇花	滇南风吹楠	梨	东亚虫叶苔
2835	0	下列哪个是草本花卉？	风信子花	倒卵叶黄肉楠	榴莲	短萼拟大萼苔
2836	0	下列哪个是草本花卉？	郁金香花	大叶朴	樟子松	多毛裂叶苔
2837	0	草桂花喜冷凉、光照充足环境，也稍耐半阴，它还叫什么？	紫罗兰花	东北铁线莲	樱桃	单羽绒苔
2838	0	下列哪个是草本花卉？	金鱼草花	大果山胡椒	檀香	大瓣被蒴苔
2839	0	下列哪个是草本花卉？	长春菊花	滇粤山胡椒	胡桃	东亚扭萼苔
2840	0	下列哪个是草本花卉？	瓜叶菊花	大山芝麻	观光木	短叶大萼苔
2841	0	花豌豆花色繁多，有白、粉红、榴红、大红、蓝、堇紫及深褐色，亦有带斑点或镶边等复色品种，它还叫什么？	干香柏	香豌豆花	地肤	云杉
2842	0	下列哪个是草本花卉？	瓜馥木	夏兰花	大果榆	山榄
2843	0	下列哪个是草本花卉？	高山木姜子	石竹花	多角胞三瓣苔	金桔银杉
2844	0	"一朵寂寞的花 ,花开开彼岸，有花不见叶子,见叶不见花，花叶两不现，生生错，彼岸花还叫什么？"	广萼苔	石蒜花	东亚鞭苔	白皮松
2845	0	下列哪个是草本花卉？	隔萼苔	荷花	短叶长刺剪叶苔	柏木
2846	0	下列哪个是草本花卉？	高山小挺叶苔	翠菊花	短萼叶苔	糙叶树
2847	0	下列哪个是草本花卉？	高山挺叶苔	睡莲花	钝瓣大萼苔	椴树
2848	0	古代男女交往，以什么花相赠，表达结情之约或惜别之情，故又称“将离草”？	格氏剪叶苔	芍药花	短瓣大萼苔	大叶榆
2849	0	下列哪个是草本花卉？	高山鞭苔	福禄考花	多疣圆叶苔	滇油杉
2850	0	您知道哪种植物是草本花卉吗？	东亚指叶苔	红松	晚香玉花	鼎湖钓樟
2851	0	您知道哪种植物是草本花卉吗？	德氏剪叶苔	红光树	万寿菊花	钓皮樟
2852	0	百日红花夏秋间开放，紫红色，排成顶生、圆球形或椭圆状球形、长1.5～3厘米的头状花序，它还叫什么？	儿荼	化香树	千日红	风吹楠
2853	0	您知道哪种植物是草本花卉吗？	鹅掌楸	黄山松	建兰花	华山松
2854	0	您知道哪种植物是草本花卉吗？	二裂细裂瓣苔	黄樟	晚香玉花	华檀梨
2855	0	您知道哪种植物是草本花卉吗？	光叶山黄麻	黄花落叶松	铃兰花	红脉钓樟
2856	0	拜岁兰属地生兰，假鳞茎粗壮丛生须根，粗状肥大，肉质，它还叫什么？	凤凰木	黑壳楠	报岁兰花	华南五针松
2857	0	您知道哪种植物是草本花卉吗？	粪坑底泥	红枫	慈茹花	海南风吹楠
2858	0	您知道哪种植物是草本花卉吗？	粉叶轮环藤	金银木	香堇花	华北落叶松
2859	0	您知道哪种植物是草本花卉吗？	榧子	裂叶榆	南方红豆杉	大岩桐花
2860	0	凌波仙子为石蒜科多年生草本，地下部分的鳞茎肥大似洋葱，多为水养，它还叫什么？	佛头果	陆均松	欧石楠	水仙花
2861	0	您知道哪种植物是草本花卉吗？	枫杨	落叶松	菩提树	小草兰花
2862	0	您知道哪种植物是草本花卉吗？	伏毛铁棒锤	榔榆	朴树	瓜叶菊花
2863	0	您知道哪种植物是草本花卉吗？	粪箕笃	澜沧黄杉	泡核桃	蒲包花
2864	0	仙客来块茎扁圆球形或球形、肉质，喜凉爽、湿润及阳光 充足的环境，它还叫什么？	佛氏剪叶苔	马尾松	琴叶风吹楠	免子花
2865	0	您知道哪种植物是草本花卉吗？	干姜	美脉琼楠	千金榆	入腊红花
2866	0	下面哪个选项是常见食物？	澳洲坚果	绿色管口苔	荷木	海南地不容
2867	0	下面哪个选项是常见食物？	芭蕉	鳞叶拟大萼苔	黑酸枝	含笑花
2868	0	有种坚果有健脾胃、益气、补肾、强心的功用，主治反胃、吐血、便血等症，老少咸宜，它叫什么？	板栗	梨蒴叶苔	黑檀木	海南哥纳香
2869	0	下面哪个选项是常见食物？	槟榔	卵叶扭萼苔	红木	红色拟大萼苔
2870	0	下面哪个选项是常见食物？	拐枣	裂齿鞭苔	红皮云杉	红枝剪叶苔
2871	0	下面哪个选项是常见食物？	菠萝蜜	梨蒴管口苔	红松	韩氏剪叶苔
2872	0	青果，因果实尚呈青绿色时即可供鲜食而得名，又称谏果，因初吃时味涩，久嚼后，香甜可口，余味无穷，比喻忠谏之言，虽逆耳，而于人终有益，它还叫什么？	橄揽	连香树	红酸枝	厚角鞭苔
2873	0	下面哪个选项是常见食物？	橙	马蔺	红橡木	韩氏指叶苔
